Do. Jän. 25 15:28:11 2024 1706192891518 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "version " "626"
Do. Jän. 25 15:30:35 2024 1706193035244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 20 02 28 02"
Do. Jän. 25 15:30:35 2024 1706193035247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:35 2024 1706193035250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 20 02 28 02"
Do. Jän. 25 15:30:35 2024 1706193035252 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:35 2024 1706193035254 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 20 02 28 02"
Do. Jän. 25 15:30:35 2024 1706193035255 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:35 2024 1706193035257 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 20 02 28 02"
Do. Jän. 25 15:30:35 2024 1706193035258 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:35 2024 1706193035574 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:30:35 2024 1706193035579 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() FTMS rcv <<  "11 00 00 09 00 28 33"
Do. Jän. 25 15:30:35 2024 1706193035580 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193035578
Do. Jän. 25 15:30:35 2024 1706193035582 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade 9 enabled \u0001"
Do. Jän. 25 15:30:35 2024 1706193035583 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade 0.135"
Do. Jän. 25 15:30:35 2024 1706193035584 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:30:35 2024 1706193035587 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 5"
Do. Jän. 25 15:30:35 2024 1706193035918 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 06 00 83 00 e7 0f"
Do. Jän. 25 15:30:35 2024 1706193035920 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 6"
Do. Jän. 25 15:30:35 2024 1706193035922 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:30:35 2024 1706193035924 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:30:35 2024 1706193035926 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:30:35 2024 1706193035927 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:30:35 2024 1706193035929 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:30:35 2024 1706193035930 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:30:35 2024 1706193035931 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:30:35 2024 1706193035932 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:30:36 2024 1706193036076 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":24,\"elapsed_m\":1,\"elapsed_h\":0,\"lapelapsed_s\":24,\"lapelapsed_m\":1,\"lapelapsed_h\":0,\"pace_s\":0,\"pace_m\":0,\"pace_h\":0,\"avgpace_s\":33,\"avgpace_m\":2,\"avgpace_h\":0,\"maxpace_s\":1,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":24,\"moving_m\":1,\"moving_h\":0,\"speed\":0,\"speed_avg\":23.39182939274716,\"speed_color\":\"\",\"speed_lapavg\":23.39182939274716,\"speed_lapmax\":29.642105263157895,\"calories\":5.008907400000002,\"distance\":0.5498999604382475,\"heart\":110,\"heart_color\":\"\",\"heart_avg\":89.33823529411765,\"heart_lapavg\":89.33823529411765,\"heart_max\":120,\"heart_lapmax\":120,\"jouls\":2738.965999999999,\"elevation\":0.04971717368728994,\"difficult\":1,\"watts\":6,\"watts_avg\":33.56470588235294,\"watts_color\":\"\",\"watts_lapavg\":33.56470588235294,\"watts_max\":164,\"watts_lapmax\":164,\"kgwatts\":0,\"kgwatts_avg\":0.44536585365853676,\"kgwatts_max\":2.1866666666666665,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":5,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1.0535714285714286,\"power_zone_lapavg\":1.1907467532467535,\"power_zone_lapmax\":3.4,\"target_power_zone\":1,\"peloton_resistance\":0,\"peloton_resistance_avg\":40.76935678157526,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":40.76935678157526,\"peloton_resistance_lapmax\":112.65197118775818,\"peloton_req_resistance\":0,\"cadence\":0,\"cadence_color\":\"\",\"cadence_avg\":71.93694518322033,\"cadence_lapavg\":71.93694518322033,\"cadence_lapmax\":89.82456140350877,\"resistance\":0,\"resistance_avg\":40.76935678157526,\"resistance_lapavg\":40.76935678157526,\"resistance_lapmax\":112.65197118775818,\"cranks\":131,\"cranktime\":4071,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":5}}"
Do. Jän. 25 15:30:36 2024 1706193036243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 2c 02"
Do. Jän. 25 15:30:36 2024 1706193036247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:36 2024 1706193036249 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 2c 02"
Do. Jän. 25 15:30:36 2024 1706193036251 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:36 2024 1706193036253 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 2c 02"
Do. Jän. 25 15:30:36 2024 1706193036255 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:36 2024 1706193036256 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 2c 02"
Do. Jän. 25 15:30:36 2024 1706193036257 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:36 2024 1706193036574 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:30:36 2024 1706193036578 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() FTMS rcv <<  "11 00 00 03 00 28 33"
Do. Jän. 25 15:30:36 2024 1706193036580 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193036577
Do. Jän. 25 15:30:36 2024 1706193036582 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade 3 enabled \u0001"
Do. Jän. 25 15:30:36 2024 1706193036583 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade 0.045"
Do. Jän. 25 15:30:36 2024 1706193036585 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:30:36 2024 1706193036587 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 5"
Do. Jän. 25 15:30:36 2024 1706193036908 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 06 00 83 00 e7 0f"
Do. Jän. 25 15:30:36 2024 1706193036913 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 6"
Do. Jän. 25 15:30:36 2024 1706193036915 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:30:36 2024 1706193036916 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:30:36 2024 1706193036918 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:30:36 2024 1706193036919 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:30:36 2024 1706193036920 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:30:36 2024 1706193036922 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:30:36 2024 1706193036923 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:30:36 2024 1706193036924 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:30:37 2024 1706193037080 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":24,\"elapsed_m\":1,\"elapsed_h\":0,\"lapelapsed_s\":24,\"lapelapsed_m\":1,\"lapelapsed_h\":0,\"pace_s\":0,\"pace_m\":0,\"pace_h\":0,\"avgpace_s\":33,\"avgpace_m\":2,\"avgpace_h\":0,\"maxpace_s\":1,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":24,\"moving_m\":1,\"moving_h\":0,\"speed\":0,\"speed_avg\":23.39182939274716,\"speed_color\":\"\",\"speed_lapavg\":23.39182939274716,\"speed_lapmax\":29.642105263157895,\"calories\":5.008907400000002,\"distance\":0.5498999604382475,\"heart\":110,\"heart_color\":\"\",\"heart_avg\":89.48905109489051,\"heart_lapavg\":89.48905109489051,\"heart_max\":120,\"heart_lapmax\":120,\"jouls\":2738.965999999999,\"elevation\":0.04971717368728994,\"difficult\":1,\"watts\":6,\"watts_avg\":33.24418604651163,\"watts_color\":\"\",\"watts_lapavg\":33.24418604651163,\"watts_max\":164,\"watts_lapmax\":164,\"kgwatts\":0,\"kgwatts_avg\":0.44536585365853676,\"kgwatts_max\":2.1866666666666665,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":5,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1.0535714285714286,\"power_zone_lapavg\":1.189794146825397,\"power_zone_lapmax\":3.4,\"target_power_zone\":1,\"peloton_resistance\":0,\"peloton_resistance_avg\":40.76935678157526,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":40.76935678157526,\"peloton_resistance_lapmax\":112.65197118775818,\"peloton_req_resistance\":0,\"cadence\":0,\"cadence_color\":\"\",\"cadence_avg\":71.93694518322033,\"cadence_lapavg\":71.93694518322033,\"cadence_lapmax\":89.82456140350877,\"resistance\":0,\"resistance_avg\":40.76935678157526,\"resistance_lapavg\":40.76935678157526,\"resistance_lapmax\":112.65197118775818,\"cranks\":131,\"cranktime\":4071,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":5}}"
Do. Jän. 25 15:30:37 2024 1706193037243 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 34 02 2c 02"
Do. Jän. 25 15:30:37 2024 1706193037247 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:37 2024 1706193037248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 34 02 2c 02"
Do. Jän. 25 15:30:37 2024 1706193037250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:37 2024 1706193037252 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 34 02 2c 02"
Do. Jän. 25 15:30:37 2024 1706193037254 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:37 2024 1706193037255 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6e 34 02 2c 02"
Do. Jän. 25 15:30:37 2024 1706193037257 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 110"
Do. Jän. 25 15:30:37 2024 1706193037573 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:30:37 2024 1706193037578 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() FTMS rcv <<  "11 00 00 ff ff 28 33"
Do. Jän. 25 15:30:37 2024 1706193037580 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193037577
Do. Jän. 25 15:30:37 2024 1706193037581 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -1 enabled \u0001"
Do. Jän. 25 15:30:37 2024 1706193037583 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.015"
Do. Jän. 25 15:30:37 2024 1706193037584 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:30:37 2024 1706193037586 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 5"
Do. Jän. 25 15:30:37 2024 1706193037928 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 06 00 83 00 e7 0f"
Do. Jän. 25 15:30:37 2024 1706193037931 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 6"
Do. Jän. 25 15:30:37 2024 1706193037933 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:30:37 2024 1706193037935 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:30:37 2024 1706193037937 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:30:37 2024 1706193037939 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:30:37 2024 1706193037940 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
Do. Jän. 25 15:30:37 2024 1706193037942 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current KCal: 5.00891"
Do. Jän. 25 15:30:37 2024 1706193037943 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current CrankRevs: 131"
Do. Jän. 25 15:30:37 2024 1706193037944 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Last CrankEventTime: 4071"
Do. Jän. 25 15:30:38 2024 1706193038081 Debug: /Users/cagnulein/qdomyos-zwift/src/templateinfosender.cpp bool TemplateInfoSender::update(QJSEngine *) "eval res " "{\"msg\":\"workout\",\"content\":{\"BIKE_TYPE\":2,\"ELLIPTICAL_TYPE\":4,\"ROWING_TYPE\":3,\"TREADMILL_TYPE\":1,\"UNKNOWN_TYPE\":0,\"deviceId\":\"{a309c420-24df-03e4-3359-85920bfb5d62}\",\"deviceName\":\"ASSIOMA06059R\",\"deviceRSSI\":-79,\"deviceType\":2,\"deviceConnected\":true,\"devicePaused\":false,\"elapsed_s\":24,\"elapsed_m\":1,\"elapsed_h\":0,\"lapelapsed_s\":24,\"lapelapsed_m\":1,\"lapelapsed_h\":0,\"pace_s\":0,\"pace_m\":0,\"pace_h\":0,\"avgpace_s\":33,\"avgpace_m\":2,\"avgpace_h\":0,\"maxpace_s\":1,\"maxpace_m\":2,\"maxpace_h\":0,\"moving_s\":24,\"moving_m\":1,\"moving_h\":0,\"speed\":0,\"speed_avg\":23.39182939274716,\"speed_color\":\"\",\"speed_lapavg\":23.39182939274716,\"speed_lapmax\":29.642105263157895,\"calories\":5.008907400000002,\"distance\":0.5498999604382475,\"heart\":110,\"heart_color\":\"\",\"heart_avg\":89.6376811594203,\"heart_lapavg\":89.6376811594203,\"heart_max\":120,\"heart_lapmax\":120,\"jouls\":2738.965999999999,\"elevation\":0.04971717368728994,\"difficult\":1,\"watts\":6,\"watts_avg\":32.93103448275862,\"watts_color\":\"\",\"watts_lapavg\":32.93103448275862,\"watts_max\":164,\"watts_lapmax\":164,\"kgwatts\":0,\"kgwatts_avg\":0.44536585365853676,\"kgwatts_max\":2.1866666666666665,\"workoutName\":\"Ride\",\"workoutStartDate\":\"Do. Jän. 25 15:28:14 2024\",\"instructorName\":\"\",\"latitude\":null,\"longitude\":null,\"altitude\":null,\"peloton_offset\":0,\"peloton_ask_start\":false,\"autoresistance\":true,\"row_remaining_time_s\":0,\"row_remaining_time_m\":0,\"row_remaining_time_h\":0,\"nickName\":\"N/A\",\"gears\":0,\"target_resistance\":5,\"target_peloton_resistance\":0,\"target_cadence\":0,\"target_power\":0,\"power_zone\":1.0535714285714286,\"power_zone_lapavg\":1.1888546798029558,\"power_zone_lapmax\":3.4,\"target_power_zone\":1,\"peloton_resistance\":0,\"peloton_resistance_avg\":40.76935678157526,\"peloton_resistance_color\":\"\",\"peloton_resistance_lapavg\":40.76935678157526,\"peloton_resistance_lapmax\":112.65197118775818,\"peloton_req_resistance\":0,\"cadence\":0,\"cadence_color\":\"\",\"cadence_avg\":71.93694518322033,\"cadence_lapavg\":71.93694518322033,\"cadence_lapmax\":89.82456140350877,\"resistance\":0,\"resistance_avg\":40.76935678157526,\"resistance_lapavg\":40.76935678157526,\"resistance_lapmax\":112.65197118775818,\"cranks\":131,\"cranktime\":4071,\"req_power\":0,\"req_cadence\":0,\"req_resistance\":5}}"
Do. Jän. 25 15:30:38 2024 1706193038244 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6f 24 02 24 02"
Do. Jän. 25 15:30:38 2024 1706193038248 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 111"
Do. Jän. 25 15:30:38 2024 1706193038250 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6f 24 02 24 02"
Do. Jän. 25 15:30:38 2024 1706193038251 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 111"
Do. Jän. 25 15:30:38 2024 1706193038253 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6f 24 02 24 02"
Do. Jän. 25 15:30:38 2024 1706193038254 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 111"
Do. Jän. 25 15:30:38 2024 1706193038256 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 16 6f 24 02 24 02"
Do. Jän. 25 15:30:38 2024 1706193038257 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current heart: 111"
Do. Jän. 25 15:30:38 2024 1706193038573 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicnotifier2ad2.cpp virtual int CharacteristicNotifier2AD2::notify(QByteArray &) virtual_device_rower false rowerAsABike false 2
Do. Jän. 25 15:30:38 2024 1706193038577 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() FTMS rcv <<  "11 00 00 fa ff 28 33"
Do. Jän. 25 15:30:38 2024 1706193038579 Debug: /Users/cagnulein/qdomyos-zwift/src/virtualbike.cpp void virtualbike::bikeProvider() last FTMS rcv 1706193038576
Do. Jän. 25 15:30:38 2024 1706193038581 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "new requested resistance zwift erg grade -6 enabled \u0001"
Do. Jän. 25 15:30:38 2024 1706193038583 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) "calculated erg grade -0.09"
Do. Jän. 25 15:30:38 2024 1706193038584 Debug: /Users/cagnulein/qdomyos-zwift/src/characteristicwriteprocessor.cpp virtual void CharacteristicWriteProcessor::changeSlope(int16_t, uint8_t, uint8_t) changeSlope CRR =  0.004 0 CW =  0.51
Do. Jän. 25 15:30:38 2024 1706193038586 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "writing resistance 5"
Do. Jän. 25 15:30:38 2024 1706193038918 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) " << 20 00 06 00 83 00 e7 0f"
Do. Jän. 25 15:30:38 2024 1706193038921 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current watt: 6"
Do. Jän. 25 15:30:38 2024 1706193038923 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Cadence: 0"
Do. Jän. 25 15:30:38 2024 1706193038925 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Speed: 0"
Do. Jän. 25 15:30:38 2024 1706193038927 Debug: /Users/cagnulein/qdomyos-zwift/src/bluetooth.cpp void bluetooth::debug(const QString &) "Current Distance: 0.5499"
Do. Jän. 25 15:30:38 2024 1706193038928 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Peloton Resistance: 0"
Do. Jän. 25 15:30:38 2024 1706193038930 Debug: /Users/cagnulein/qdomyos-zwift/src/stagesbike.cpp void stagesbike::characteristicChanged(const QLowEnergyCharacteristic &, const QByteArray &) "Current Resistance Calculated: 0"
